gpid,comment
21,"나무, 길 설치하고 옆으로 지나가는 양 한마리를 본 순간 떠오른 게임이 있음동물 + 건축 + 지형수정 + 시간과 계절의 흐름....?'플래닛주'무한모드로 해놓고 플래닛주에서 건설하는게 더 낫지 않나? 싶을 정도이 게임이 더 괜찮게 다가오는 부분은 그래픽이 아기자기하다.. 정도게임을 대충만 해봐도 알 수 있는데지형을 끌어올릴 순 있지만 파내려가는 것은 불가능함,물의 깊이또한 조절할 수 없고 땅의 크기도 너무 작음설치 가능한 아이템도 너무 적음진짜 딱 탑 종류 1개, 벽 종류 1개, 건물 종류 1개나무나 꽃도 종류가 적음이 외에 꾸밀 수 있는 아이템은 없음힐링 게임은 유저에게 선택지를 많이 주면 안되는게 맞지만,프리셋 여러개를 준비해서 그 중 골라 쓸 수 있게 하는 방식으로 선택지를 줄여나가야지디폴트 건물을 이리저리 만져서 커스터마이징 하는게 훨씬 더 힘듦...그럼에도 불구하고 환불하지 않는 이유는 두 가지임1. 게임을 실행하고 건설 시작까지 접근성이 너무 좋음맵을 고르거나 계절을 고르는 메인화면이 없이게임실행 버튼 딸깍 한번으로 바로 건설 현장까지 갈 수 있음긴급 힐링수혈이 필요할때 이게 엄청 중요할 듯2. 추가 텍스쳐를 만들기 어려운 구조가 아님앞으로 나올 수 많은 추가 아이템을 생각하면 이 가격도 괜찮다고 생각DLC로 내기만 해봐"
21,"상당히 좋은 그래픽, 아기자기하고 동화같은 분위기가 정말 좋은 게임.근대 내 미적감각으론 어떻게 해도 기괴한 부실공사된 성만 만들어지는 게 아쉽네요...그래서 분명 좋은 게임이지만 제 실력 미달로 환불했습니다....아 튜토리얼 느낌은 따로 없어서 익숙해지기 까지 시간은 필요합니다."
21,진짜 힐링 게임... 건축 요소도 정말 자연스럽게 잘 되어있음
21,"게임은 정말 잘 만들고 힐링 되는 게임이지만,게임을 킨 직후 1~2분 멀미가 심하게 와서 몇십분 하는 게 고작이라서 많이는 못 해봤지만, 충분히 재미있는 게임인 거 같다. 기본적인 오브젝트나 사람, 동물 배치하는 게 없어서 아쉽다지형 편집, 길 내기, 창문 등 여러 번 클릭하면 문 옆에 벤치나 삽, 이런저런 오브젝트창문은 빨랫감 걸린 창문화분이 걸린 창문 등 다양한 꾸밈 요소가 많이 있지만개별 설치가 안 되는 게 너무 큰 단점인 거 같다. 나는 호수 옆에 작은 벤치나 이런저런 수레 중세풍 느낌 나는 작은 여관, 창고 꾸미고 싶지만그런 오브젝트 배치 요소가 없다 보니까 아주 아쉽다. 업데이트로 충분히 개선할 수 있는 단점이라서 이런 거 제외하면 충분히좋은 게임이다.게임은 잘 만들고 충분히 힐링 되는 게임이다.하우징, 꾸미기, 중세풍 좋아하는 사람들이나 사진 찍는 거 좋아하는 사람들한테 추천합니다.감성 넘치고 사진 시스템도 잘 구현되어 있어서 아주 굿굿다른 평가들 보면 멀미 이야기 없는 것 같으니, 평가자 개인 문제일 수도 있다."
21,나같은 똥손들은 꾸미기 힘들어서 구매하자 마자 10분도 안된채 게임 하기 힘들어서  환불함 하지만 게임 자체는 할만하므로 비추 정도는 아님.
22,굳
22,굿
22,애기 변종이 너무 징그러움 돌진 할때마다 소름이 돋아
22,스팀에 있는 멀티 겜 중에 등신이 없는 게임은 없는 걸까? 아 등신은 게임이 아니라 내 옆에 있는 저 녀석이니까 어쩔 수 없구나!
22,가지 엔딩 다 보고 나니까 별로 손이 안감..그래픽이 좋은 편도 아니라 멀미도 심함..그래도 처음 엔딩 보면서 사람들이랑 같이 할 땐 재미있게 했음
22,그만좀 뒤져봐 그만좀
22,인간의 주식은 쌀이 아닙니다
22,이거 소리가 왜 안나죠?이게임만 소리가 안나네요
22,자 이제 누가 식인종이지?
23,굶지마 투게더 (혼자함)
23,캐릭터 디자인이 귀엽고 유니크해서 좋습니다. 캐릭터 별 장단점이 확실해서 어떤 캐릭터를 육성할지 고르는 재미도 좋습니다. 다만 혼자서 처음 하는 경우 어떻게 해야할 지 직관적으로 알아내기는 어려운 것 같습니다.
23,계절거인 잡아보고싶어!
23,굳
23,굶어 그냥
23,돈스타브 사세여 이거 짭임
23,짱재밌음
23,시간 순삭임
23,뉴비한테 정말 정말 불친절한 게임.. 아무것도 안알려줌같이 하면서 알려줄 고인물이 있다면 잠깐 즐기기에 좋은 느낌오래 할 만한 게임은 아닌 것 같음.(필수 준비물 : 고인물)
23,개뀨ㅜㄹ잼
24,"사펑,배그,팰월드 풀옵으로 돌아가는데 이 겜만하면 10분만에 컴터 다운됌"
24,컨셉 잡고 자유로운 플레이 하는 거 좋아하면 재밌음 근데 부족한 그래픽을 떼울 상상력과 불친절함을 견딜 인내가 있어야함
24,켄시가 스토리가 없다고? 아니 너 자체가 스토리다. 일단 해봐라 세로운 세상에 들어갈수 있다.
24,"미친듯한 자유도와 수많은 모드들이 있어 지겹지 않고 언제 팔,다리 잘려나갈지 모르는 불안감이 곧 짜릿함으로 다가오는 그런 똥맛 이라고 이라고 생각되는 게임"
24,켄시 브금은 켄시를 플레이 해보기 전과 후로 나뉜다.
24,갓겜~~ 말이 필요한가?
24,"어떤 서사시 같은 이야기는 없으나, 높은 자유도와 적절한 밸런스로 게임에 몰입하고여 스스로 이야기를 부여하게 됨.언인스톨 안하고 생각날때마다 찾게되는 게임."
24,갓겜
24,"초반 난이도가 너무 헬이라 노예로 스타트해서 탈옥>잡힘>탈옥>잡힘>탈옥>잡힘 반복해서 경비들한테 뚜들겨 맞으면서 맷집,달리기 스탯을 어느정도 올린 다음에 해야 어느정도 원?활하게 플레이가 가능합니다.플레이할 수 있는 지역이 아주 넓다보니까 대륙횡단하면서 지역 구경하는 재미가 있음"
25,정글 지하에서 로켓 부츠신고 완드 코딩하는 게임
25,"재밌긴한데 너무 의도적으로 어렵게 만든게 너무 많음힐되는 요소가 극단적으로 적고 스킬과 지팡이 능력치들이 하나 같이 다 나사 하나씩 빠져있는듯한 느낌이 많아서스킬과 지팡이를 찾을수록 강해지는 느낌보다는 쓰레기 더미에서 그나마 재활용 가능한 부분만 겨우겨우 줍고 조합해서 꾸역꾸역 하는 느낌 그리고 게임에 현실의 물리적인 요소가 적용되어있는데 어려운 요소로만 특화되어있음 화상, 독 등의 상태이상은 쉽게 걸리는데 이걸 풀거나 극복하는건 또 어려움  불이 붙으면 물로 꺼야하는데 몸에 붙은 불도 그렇고 지형에 붙은 불도 물을 뿌려도 정말 어렵게 꺼짐 불 >>>> 물아직 게임 한지 얼마 안되서 그런지는 몰라도 먹기, 포션 마시기, 발차기 이건 왜있는지 모를 기능먹기는 포만감 찬다고 힐도 안되는데 포만감 특성 하나 때문에 있는 어거지 기능느낌포션 마시기도 마신다고 정작 능력이 활성화가 안됨 몸에 뿌리는게 더 효율적스킬, 특성, 지팡이 능력치가 하나 같이 다 아쉬움 다 나사 하나씩 빠져있는느낌 그냥 능력치가 낮으면 서서히 쌓아가는 맛이있을텐데 이 게임은 의도적으로 다 나사가 하나씩 빠져있어서 불편함과 불쾌함이 게임 중간 중간 느껴짐 그리고 생각보다 스킬, 특성, 지팡이 능력치가 다양하지 않음굳이 게임을 이정도까지 불쾌하고 불편하게 만들 필요가있을까 싶음 게임이 가지고있는 근본적인 재미인 다양성 조합이란 요소가 있는데 이걸 초점으로 맞추고 좀더 플레이어 친화적으로 만들었으면 지금보다 훨씬 재밌었을꺼라고 생각함"
25,도파민에 쩌들었는지 너무 재미없음
25,개맛도리네
25,분안에 환불하였습니다.
25,"그래픽 ]]□ 황홀함■ 멋있고 개성 있음□ 개성 있음□ 괜찮음□ 못 봐줄 수준은 아님□ 불편함□ 눈을 가리고 싶어짐[[ 사운드 ]]□ 기저귀 갈아야 됨■ 찰짐□ 알맞음□ 괜찮음□ 싫증남□ 구림□ 고막을 찢고 싶음[[ 인터페이스 ]]□ 게임이 나를 엄마보다 잘 챙겨줌□ 유저 친화적■ 크게 불편하지 않음□ 약간 귀찮음□ 비효율적이고 답답함□ 플레이 자체가 노동[[ 사양 ]]□ 할머니댁 컴퓨터□ 노트북□ 보급형 컴퓨터■ 적당한 컴퓨터 - 생각보다 사양이 높습니다.□ 고사양 컴퓨터□ 초고사양 컴퓨터[[ 한국어화 ]]□ 번역이 원본을 뛰어넘음■ 제대로 한국어화가 되어있음□ 한국어화가 되어있는데 애매함□ 유저 한국어화가 되어있음□ 유저 한국어가 되어있는데 애매함□ 비한국어화지만 지장 없음□ 비한국어화로 플레이가 어려움[[ DLC ]]■ 없음□ 캐릭터 꾸밈 컨텐츠나 가벼운 추가 컨텐츠(무기, 아이템, 추가 임무)를 구매할 수 있음□ 확장판 수준의 컨텐츠 추가 DLC가 하나 혹은 몇 개 있음□ 컨텐츠의 대부분을 DLC로 발매함□ DLC를 구매하지 않으면 게임 플레이에 지장이 있음[[ 모드 ]]□ 모드가 이 게임의 핵심□ 다양하고 종류가 많음■ 비공식 추가 컨텐츠 모드들이 있음□ 텍스처 개선 및 커스텀 스킨 등 가벼운 모드 위주□ 모드 설치 불가능 / 모드 제작자 없음[[ 난이도 ]]□ 세 살 조카도 가능□ 우리 엄마도 가능□ 켠김에 왕까지 문제 없음□ 난이도를 줄이는 방법이 있음■ 적응되면 할 만함□ 고인물 게임□ 사람이 할 짓이 아님[[ 스토리 ]]□ 소름 돋음□ 튼튼하고 독창적임□ 튼튼함□ 평범하지만 개성있음□ 무난함□ 무난하지만 엉성함■ 부실함□ 발로 썼냐□ 뇌를 씻고 싶다[[ 레벨 디자인 ]]□ 레벨 디자인 교과서□ 독보적임□ 참신함□ 평이함■ 허술함□ 부조리함□ 한숨이 절로 나옴[[ 플레이타임 ]]□ 100시간 이상□ 50시간 이상■ 30시간 이상□ 10시간 이상□ 5시간 가량□ 1시간 이하[[ 버그 ]]■ 발견하지 못함□ 크게 신경 쓰이지 않음□ 꽤 많음□ 플레이 불가 수준□ 게임 자체가 버그 덩어리[[ 몰입도 ]]□ 정신을 차리고 보니 다음날□ 시간이 너무 잘 감■ 빠져듬□ 적당함□ 집중이 안 됨□ 합법 고문[[ 중독성 ]]□ 일상생활이 안 됨□ 다른 일을 하다가도 생각이 남■ 가끔씩 하고 싶음□ 엔딩 본 이후로 안하게 됨□ 이런 게임이 있었나..?[[ 노가다 ]]■ 필요 없음□ 필요한 부분만 하면 됨□ 노가다를 해야 해금되는 요소가 있음□ 게임 내의 불편한 점을 해소하려면 노가다를 해야함□ 노가다를 여러가지 해야 됨□ 노가다를 하지 않으면 아예 진행이 안 됨[[ 게임성 ]]□ 완벽에 가까움□ 정교함■ 쫄깃함□ 적절함□ 부족함□ 지루함□ 게임이 아님□ AVGN"
25,제가 쏜 지팡이에 맞아죽었어요.
25,"런 좆 같은,,,"
26,"여운이 남는 게임.물주기, 주괴만들기, 베틀, 작물심고캐기 자동화를 못해 수시로 왔다갔다해야해서 약간의 귀찮음도 많았음.게임을 플레이하고난뒤 위키를 보면 좀더 인물들에대해 자세히 알수있었음.예를들어 아툴이라던가 아툴이라던가..  실종된 삼촌찾아요...!!!! 아쉬운점은 밭에 음악을 들려줄때 버그로 키가 눌러도 입력되지않거나, 누르는 키(영어)부분이 보이지않는등이 있지만 반복이라 큰 버그는 아님."
26,"추가 업데이트 제발 해줘요..노래도 너무 좋고 그림도 귀엽고.. 색감도 이쁘고.. 번역이 조금 아쉽지만, 조작도 어렵지 않이요노가다는 천천히 즐기면서 하면 돼요 단점이 있다면 길잡이가 너무 안돼있다는 점이 아쉬웠어요"
26,"나에게 가장 소중한 사람과 오랫동안 떨어져야만 하는 일이 있었다.떨어지기 한달 전부터 1분 1초도 떨어지지 않고 시간을 함께 했는데, 그 시기에 이 게임을 같이 했었다.밤을 새면서 함께 눈물 흘리며 플레이했던 기억이 있다.OST와 게임 디자인이 참 힐링되고 좋았다."
26,너무 재밌땅 낚시하고 애들 밥 챙겨주는게 메인임
26,이게 감정노동인지 육체노동인지
26,사전에 정보를 알지 못하면 무조건 2회차를 해야 달성할 수 있는 업적이 있습니다선택지 둘 중 하나 고르는데 양쪽에 업적 하나씩 달려있어서 정보를 알고 꼼수를 써야 한번에 획득 가능한건 진짜 잘못 만든거라고 생각합니다스토리 게임에 2회차 강요하는거 극혐해서 비추천제대로 된 게임이면 2회차 없이 열심히만 해도 업적을 다 얻을수 있어야지
26,아주 재밌어요. 게임으로도 재밌고 스토리도 조흠
26,개구리삼촌 성불시켜줘야해절대 씨앗패키지를 사지 마
26,"나쁘지 않았다. 하다보면 계속되는 물 주기, 주괴 수급 등으로 반드시 지치고 질리는 때가 온다. 그때만 견디면 그 뒤로는 맵 뚫으면서 즐겁게 플레이 가능. 구스타프랑 아스트리드 갈 때는 살짝 흘릴 뻔... 브루스랑 미키는 배에 타있는 매 순간마다 바다로 버려버리고 싶었는데 막상 갈 때되니 좀 오더라... 갈 때도 너무 깔끔하게 가서 미운 정이 확실하게 들었구나 싶었음. 작별의 슬픔과 빈자리의 허전함을 노가다 요소가 다 잡아먹음. 겨우겨우 에버도어까지 가도 또 밭에 물 주고 풍차 돌리고 요리하고 양이랑 다른 사람들 밥 주고 이벤트도 챙기고 광석 캐고 나무 베고 주괴 만들고 널빤지 만들 생각을 하니 떠나가는 사람에게 집중이 덜 됨... 노가다 요소가 조금만이라도 사라진다면 확실히 몰입이 될 듯.그래도 나는 재미있게 했다. 할인할 때 구매해서 한가할 때 엔딩을 봐라."
26,"하도 평이 좋아서 사봤는데, 뭐가 재밌다는 건지... 당최 흥미를 느끼지 못했던 겜어딘가 모바일 타이쿤 느낌도 나고... 이런류는 나랑 안 맞는가 봄"
27,마비를 빨리 알았다면 도감작이 더 빨리 끝났을 텐데 아쉽네요다크한 느낌을 스토리에 잘 적용 시켰는데 또 그렇다고 너무 공포스럽지는 않아서한번쯤 해볼만 한것 같습니다 본편은 무조건 추천드리고DLC도 저는 나름 재밌게 해서 추천이긴 한데본편해보시고 DLC 나중에 구매해도 기존 세이브파일에 적용되니까본편먼저 해보시고 재밌으면 DLC도 재밌게 하실것 같네요
27,간만에 몰입해서 재밌게한 게임이네요~신규 DLC나오면 살 의향있음!
27,적당히 재밌음
27,낚시를 호러와 섞은 재밌는 작품이다과연 이런게임에서 공포감을 느낄 수 있을까 한다면 그렇다고 말할 수 있다.점프스퀘어식 공포가아닌 분위기로 사로잡는 공포였다.느긋하게 배를 몰다보면 가끔 졸음이 오고는 하지만 작품 속 밤은 가만히 두지않는다.
